# p1	seed64	light	dark	winner	reason	2-char-actions
p1	1DIfK	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	090Z020b0g0a0S0c0Z0L0E0M0L07000807
p1	1DIfL	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0k0N0P0O040Q0B0P0L06000D070E0F0G080M0R0K0F0T0H0V0J0C0S0U0a0W0g5X01LE0B8k02PZ0qAD00Az
p1	1DIfM	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	060E0700080F07010J020D0G0K0H0O0V0R0Y0f0O0Y0m0N0M090e0d0W0e0k0l
p1	1DIfN	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0D0A060Q0R0K0P0J040Q0B0I090H0G0A02030N0F0U0G0E0007010802
p1	1DIfO	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0d0N0E0L0S0M0L000k0105020B0I0P0W040I0C0J080F0P030W0I0Q0A0J
p1	1DIfP	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	050W0X0Y0C0X0S06000D070G0E0L0M0V0Z0N0F0g0H0h0M0b0O0c010a
p1	1DIfQ	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0i020100050C0J010C0Q06030I0P0T0B0D0R0I0H0K0A0X0O0Q0e0l0W0e
p1	1DIfR	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0l0g050D0C0B0J0C0806010H0F0G0M0E0T0F000A
p1	1DIfS	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0I0G0B0403020800030P0W0d0P0Z0A0a0k0b0d
p1	1DIfT	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0R0P060K0D0Q0K0m0X0e0W0d0c0W030f0A0O0N0M090L0N0G0F0E0H0I0F000T0H081700Bs
p1	1DIfU	rust-pathfinder-v0.1.0	lunatic-v0.1.0	D	P	0Y0E010F0G0H080G0M0I0F0T060J030K0A0N0B0L0C0M
p1	1DIfV	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0D06000E0F0G0H090F0L01020304050A08070M080J020Q0I0X0B0e040C05
p1	1DIfW	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0M0f0T0a0h0Z0a0b0Y0R0a010G020N0300070E0407050F
p1	1DIfX	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	050D0C0B0J0C070H0E000102080103040903
p1	1DIfY	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0S0E020G090F0L0H0N0I070G0E0U000Z0g0J0Z
p1	1DIfZ	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0M0G0F0E010F08070F090H080A0B030A0C0D050C
p1	1DIf_	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0V0W0X05030H0E04070g0h06000i0F0h0j0k0G0N0U0j0I0m0l0e0d0f0M0W010d
p1	1DIfa	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0Y050203090104000k0B0I0P0H0B0A0O0I0L0B0M0R0J0K0f0m0J0C0f0W0d0X0P0e0D8P0G3x028e
p1	1DIfb	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0i0A090802090G07090U0B0O0F0A0100090N0M0L0T0S0M080T0A0V04090U0H030T0A0U0905060C05
p1	1DIfc	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0G0b0U0N02090k0B0407030A00080H0C0A0D0P0W060I0J0Q010O0V0U0E0O0V0c0O0P070O0K0L0S0Z0g0LC20M1m0R2e
p1	1DIfd	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0f05060E04000K0D0C0m0k0l0d0j0B0k0i0h0I0i0g050a0T0P0a0L0S
p1	1DIfe	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0b0e0i0201000304010806030D0K0E0C0R0Y0K0Q0G0J0F050I08070J090H080N0U0A5k
p1	1DIff	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	080D010Z0a0b0F0a0c0U0V0E0T0M0j0G030d0A0c0e0f0H0e
p1	1DIfg	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0N0002090G0U090S0T0a0W0M0O0T040V0c0j0V0b0d0k0m0e0f0X0e
p1	1DIfh	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	010008020F01030405030C060J05
p1	1DIfi	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	060G050E0C0J0Q0F0J0X0P0W0D0I0K0Y0P0O0e0H0X0l0d0k0B0W000X0N0I09040P0O070G0L020e0M0X0m0N0U08010A030E1-4d2w0p3j0V0c2F0W0Z0i0S4V0hOJ0T009-1L2JCs270U0a
p1	1DIfj	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	090g0i0U0T0S0V0W0T0V010F020M0X0N050Y0C0X000E
p1	1DIfk	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	03050A0H0O0V0H0S010T040U0P0W020I0c0G0V0H0B0J0P0K0I0j0l0Q0d000e
p1	1DIfl	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0A0X0V0W030U0H0T0V0O0N0M0P0Q000L060R0N0G0F0c010V
p1	1DIfm	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0U0k0b0i0j02040001080F070B080I0M0O0c0V03050c0d0W0H0c0d060c
p1	1DIfn	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0I090B0A040C0P0B0700010D0E020801
p1	1DIfo	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0M0J050F080E0F0G0C0F0Q010J0T0X0e0l0H0e
p1	1DIfp	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0M0201000801030405030C060J05
p1	1DIfq	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	010d0M0a0T080h070F0a00080E0Z070b0i0c0U0e0b
p1	1DIfr	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0k0U0W0V040X0B0W0S000Y0L0E0P010L0M0N060M0D0O0K0R0Q0J0I0Q
p1	1DIfs	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0U0W0b020100030401080E030705090G0M080F0i080g0h0a0T060a
p1	1DIft	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0E0D070S0T0U000T0V0M030N0O020104050a0A0H0I0J0G0I0b040h09080G0Z0C
p1	1DIfu	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	070H050E0L0F0E000208010G090S080M0N0I0Z0G0S0U0g
p1	1DIfv	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0Y0d0f0C0D060B0504030C0402010902000A070S0F0T0H0O080U0H0V0R0G0NNu0P0U0M1v
p1	1DIfw	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0B0b040d0k0Z0W0I0P0d0K0I0c0C0D0E060F0J0Q0R000Q0V0O0j0i0VYx0N0e014S
p1	1DIfx	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0Q0f0e0d050e0Z00010g0h0S08060F0T0G0N0U030a0i0M0h0N0c020b
p1	1DIfy	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0Z0J0g0E0F0G0B0F0H0I040H0P0K0I0W0d0O090Q0N0M0P0W0D0G0N060L0O070M0P0E0W000k
p1	1DIfz	lunatic-v0.1.0	rust-pathfinder-v0.1.0	L	P	0P0G0I0403050A010B020W03060g0C0K0k0D0d0J000H070C080O0N0A090U0B0G0A090O0E0L0j0i0T0E215z0S7S0N8n0a9Z
p1	1DIg-	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0B0J0C05040301020400070E080I0D010C0F0P0A0K0H0R0Y0f0I0Q0W0G0J090X0A0Y0N0m0U1M0i0V0b
p1	1DIg0	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0b0D01070i080F09080A000B0N0U0G0C0H0O0M0T0a0H0T
p1	1DIg1	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0K04060D0C0B0005070O0E0g0F0h0i0j0G0i0k0l0H0k0V0m
p1	1DIg2	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0N0l0m000501060D0B020K0R0D0J0I030C0P0H0O0U0A0M0H0G0Q0H0b0i0V5B
p1	1DIg3	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0e02050B0C0D0J0C000H070S0E0T0F0N0103040I060G0K0M0D0f0Q0d0X0P0O0R0x0Y1p0U4u0b3w0c6m0W0l2q
p1	1DIg4	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	090c0b0a0i0b0U0G0b02000E090F070H0C0I010J0L050E0K0N0M0G0O0T0F0S
p1	1DIg5	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0B07040L0P0I0H0G0J0H0C0K0Q0J010F0008
p1	1DIg6	rust-pathfinder-v0.1.0	lunatic-v0.1.0	D	P	080I010F0M0E0F0G09020F00090105030K040J060H05
p1	1DIg7	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0I0c0d0e040d0Z0g0f0m0h0M000S020N0B0U0l0k010l030L050V
p1	1DIg8	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	000f0b070M080E09070S0F0T0L0U0a0i0T0h0g0Z0b0c0d010c020j
p1	1DIg9	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0h0Q0M0S0T0U010V0T0a0Z0g0b0N0Z0L080i0M0h0O0c0F0W060R000P020b
p1	1DIgA	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0U0m0b0i0h0g0j0k0h02000107030E040M0a0T050a060F
p1	1DIgB	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0I0504030B040006070S0E0L0M0N0F0M0T0O0M0d0a0U0h0T0H0A090V0A0H0G0W0A0H0JH0
p1	1DIgC	rust-pathfinder-v0.1.0	lunatic-v0.1.0	D	P	020T0N0U0b090U0V0G0U0i0S090W0O0H0L0F0O0G0E0X0N0Y0M0U
p1	1DIgD	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0h0K0F0M0T00010208010304090305060A05
p1	1DIgE	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0b090G0N0U070G08020N0O090E0P000A070L0G0M0S0N0L090g0Z0a0T0h0V050C0U010T
p1	1DIgF	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0B0N0P0O040Q0I0J0K03020L0P060R030W050A040d010902000E080F0708
p1	1DIgG	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0O0I0H0G0E070H0L0A03060V0D0Y0c0M0W0j0V0g0B040E0h0i000K010209080F0P0w080b2t090J0B0I1_0b
p1	1DIgH	lunatic-v0.1.0	rust-pathfinder-v0.1.0	L	P	060l0m0G0k0F0K0D0C0E0R070Y0P0f0B050J0C0j0I0l0J
p1	1DIgI	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0b0Q0J0C0i090108020A0G0N090L0U0M0N
p1	1DIgJ	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0N0D090A0B0G0I0504030P04020A0F0E0H0F000Z0a0O010H060C
p1	1DIgK	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0h0j0i00030102090G0804090B0N0I0P0O0V0H0G0A0Q050R060U0F0M0J0F0X0W5C0Y0V0b2t023f
p1	1DIgL	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0Y0E0K0R0Q0P010Q080O0F0N0M0G0T0F
p1	1DIgM	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	010C080F0M0T0F0S0N0U0b0V0U0i0g0a0Z0h0a
p1	1DIgN	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0700010203010A040H0305060B05
p1	1DIgO	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0X0K030E0A0H0O0F0H0c000Z010a0P0b0W0d0k0e0d
p1	1DIgP	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0E0d0Z0S0L0g0h0i000h070j050m0l0k0C0l
p1	1DIgQ	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0E0L0S000L01040203090B0I0J0K0A0H0P0G0O0I0H0W0U0J0N0b0i0P0b
p1	1DIgR	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0E0T0S0L0U0D020A090B0G080C09070F05060J0100040M05010N030M
p1	1DIgS	rust-pathfinder-v0.1.0	lunatic-v0.1.0	D	P	0f080m0D04070A09010B0C0J050A000I030K
p1	1DIgT	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0E0U0S0L0M0N000M03060A0V0W0O0P0Q0B0R0P0X0I0W
p1	1DIgU	rust-pathfinder-v0.1.0	lunatic-v0.1.0	D	P	0f0Q0M00020103080A0H090G0F0E070F0N0T0G0U0I0O0H0M0P0W050R0Y0V0B0X
p1	1DIgV	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	000X0S0L0E070809010Y080g0A0a03020H0P0O0Q0V0N0c0O0L0Z0F0T0U0b0T0U
p1	1DIgW	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0f0L0m0R0X0Q0J0M0K0D0O0Q0P0e0H0C0A0N0X030Y0W090V0I000J020Q0G05010C
p1	1DIgX	lunatic-v0.1.0	rust-pathfinder-v0.1.0	L	P	0d0K0I0J040H0B0G0I090P03020O0N0A0W0C0k080B
p1	1DIgY	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0K0601080F0M080L0T0N0M0a0h0Z0a
p1	1DIgZ	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0009070L0M0N080M0A0F0O0E03090H060V0P0c0O0Q0R0I0Q
p1	1DIg_	lunatic-v0.1.0	rust-pathfinder-v0.1.0	L	P	0k0b0d0A0B0C040c0B00090D0I010W0G0P
p1	1DIga	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0N0T0U0V0X0O0R0M0Y0K0D0H0K0L060N0e0l0d0k0c0W0m0j0f
p1	1DIgb	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0j0Z0c090A0B030b0a0N0A0O080C0M01090G0F0E0T0H0F0L0b0M0D06050J0I0P001s015f
p1	1DIgc	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0W0P0I040O00030201030M0806050D070J0d0P0Z0k0a0d090C
p1	1DIgd	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0B0304050I040006070S0E0L0M0N0F0M0T0O0M0d0a0U0h0T0H0A090V0A0H0G0W0A0H0JH0
p1	1DIge	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0C0G050J0Q0E0J0X0W0V0e0F0X0l0m0f0Y000f
p1	1DIgf	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0M0L010N080M0O0P0Q0O050R0C0Q
p1	1DIgg	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0V00090102030502060G0D0K0R040K0Y0B0I0f0B0Y0m0X0e0d0g0e0h0k
p1	1DIgh	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0d0g0k0A0B0C040j0i0O0B0P090D0N0F0G0A0E020B0M0A030N0H0I050W040P010L00
p1	1DIgi	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0V0W0X0004010W0B0c02030A0j0C0I090B0P0R0d050b0W0c0P0O060Q0K0P0D0e0V0C0c0B0H0I0A0G0W0H0O0N0X1J0J003U
p1	1DIgj	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0E0k0g0S0T0U0V0T030L0A0N0O0M0H0b0c0j0i0G0a0I0b0H0J0K050J
p1	1DIgk	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0m0g0107020803090F0A080M060B0T0C0M0a0U0b0h0i050N0O0h0N0c040d0V0e640k0l0c300f3g
p1	1DIgl	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	060K0E0L0S0g0h0L0M0O0002070i0F0h0j0N0T0M04030B0P0C0Q010J
p1	1DIgm	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0f09030708000A0H090E0O0F0H01020V0Y0G0N0U0G0M0b0P0i0U0c0Q0V
p1	1DIgn	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0e0M0Q0X0W0Y040L0I020B000k030P050104060V0C070W080F0J0K0D0C0J0Q0C0T080U09
p1	1DIgo	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0g0e0Z00020103080A0H0I0J090G0O0F0H0I0K0H0N0V0G0C0T040M050S
p1	1DIgp	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	060S0Y0R0K0D0C0B050l0C0m0A0k0j0i030j0h0g010h
p1	1DIgq	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0P0l0a0g0b0h0i0j060T0i0U0a0S0Z0V0L0W0S0I080E070F0E0100
p1	1DIgr	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	020O0N0M090N0L0H000g070E040C0B060D0A0I010G0F0U0H0N0G0P0J0O0I0K0Q0R0C050W0B0V0P0O1O0X2p0Q0Y0C6X0I3y040E000B056Q0AAn020703
p1	1DIgs	rust-pathfinder-v0.1.0	lunatic-v0.1.0	D	P	040305000B0I0P0W0I0S0H0T0N0U0G0V0M0F0O0X0d0Y0W0k0c0j0V0b0M0eJj0g5H0i0m0hIG050Z0eV01O
p1	1DIgt	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0O0F0H03020409010A02000G050607050E0S0M0L080N0F0U0M0P0Q0C0T090V0G0a0N0h0M
p1	1DIgu	rust-pathfinder-v0.1.0	lunatic-v0.1.0	D	P	0Y0D02090G07090N000L0M0T0a0h0T0F080g0F0i0l0c0Q0b050Z0H0e0K0R0X0f0P0e5D0WKe6X0V0O0WB80U0V
p1	1DIgv	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0U0Q0N00020109030G0204050A04060B0C0J0B0K0C0I0D0B
p1	1DIgw	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0C0L0E070J0Q0X0M0Q05060e0D0N0l0O0e
p1	1DIgx	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	090L0N0M020O0G0H0I0F0E0S0N0F0P0A0B01000V0U0T0b0U0W010c0j040c0d0X0k0W0i0Y
p1	1DIgy	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0V0c0j030c00020106020D040K050Q0B0P070J080O
p1	1DIgz	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0H0O0V00030A090B020D0G080C0905040I060J050107
p1	1DIh-	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0k0a0V0Z0d000W01040B0603050C0I020P0B0J0A0C
p1	1DIh0	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	070V000S0T0U0O0H0T0M0F0a0M0W0I0J0h0X0a0108
p1	1DIh1	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0I0P0W0A0B0C040B0700010D0E0208010309
p1	1DIh2	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0c0X0V030201040502090G00090j0B0g0A0H0F0h0i0N0A0I0P0J0O0b0U0H0b0N0A040H
p1	1DIh3	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0A0E0H0b0c0d030c0a0I0J0Z0e0f0a0Q0X0Y0e0W0I0l0F0X0G0L0M0T0S0h0g0a0U0Z
p1	1DIh4	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	010h0i0j0e0l0k0X0V0d0W0Y0d0L0O0A040B0H0703080A
p1	1DIh5	lunatic-v0.1.0	rust-pathfinder-v0.1.0	L	P	0706000E0L0Z0a0b0E0a0c0P0M020N0U0V0G0T0h0U0N0O0d0Q0U0c0N0e030405090X0A0g080d0H2b0c0H043N0A0l0HDT0j
p1	1DIh6	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	030m010g0b0h050i0k0U000V020W0P0I0d0X0P0Y0W0H0O0E0A0F0H
p1	1DIh7	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0K0R0Y0C0D060B0R040H0I050G030P0402070A0109020008
p1	1DIh8	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0i040102080003010G0F0A0H0O080H0G090I0B0H0N0V0G0U0b0J0U
p1	1DIh9	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0d00040I0F0H0108090A0J09070K050J0L020301
p1	1DIhA	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0M00020109030502060G0D0K0R040K0Y0B0I0f0B0Y0m0X0e0d0g0e0h0k
p1	1DIhB	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0Z0T0S0L0E0g0U0L02090G0h0i0j090i0k0l0N0k0m0M0e0X0V0e060Y
p1	1DIhC	rust-pathfinder-v0.1.0	lunatic-v0.1.0	D	P	0Z0V080S0L0T0S0g000a0b0U0a0h0E0i0X0j0a0k0m0d0f0P0c0b0e0Q070R0J0O0B0Q
p1	1DIhD	lunatic-v0.1.0	rust-pathfinder-v0.1.0	L	P	0h0f0a070809010A080B0F0E0M0G0T060F
p1	1DIhE	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0O0b0U0N0j0P0U0O0G0L0N0M0V0N03090H0A0G0O0W0c0S0Z0V0d0H0c0O0A0W0e0k0U0d07020809
p1	1DIhF	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0J0T0X0R0Q0P050Q000S020U030O010N
p1	1DIhG	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0Q0100020403050C0J070C0X0K0S0F0T0G0U0H0V0e0W0Y0l0X0d060f0m0e1Q
p1	1DIhH	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0Y070D0K0R0605040C0503020A0301000801
p1	1DIhI	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	010d0M0a0T080h070F0a00080E0Z070b0i0c0U0e0b
p1	1DIhJ	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0k00040302010B0W0U0A090V0G070N0M0c0O0b0N0L0E0X0P0Q0F0C0R0J0Q
p1	1DIhK	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0I0W0B0S0P0T0d0U0W0k040V0X0c0e0l0m0f0Y000f
p1	1DIhL	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0104080Z0a0b0F0a0c0U0V0T0G0N0O090M070N0W080V0A0X0Y0S0P000d020W0301090j08050t0BMI
p1	1DIhM	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0Y0b0U0N0f0R0K0L0R0603050m04020A0H0I0A0G0B0C0D0H0C
p1	1DIhN	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0V05030G0H0I0A0F0H0O0J0P0N0M0Q0I0B000H040O0E0c020j03060I0C0K0H0D0B010J0U0T0I070B0L0C
p1	1DIhO	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0I0T0P0W0d0S0W04060k0G0U050V0X0c0b0i0j0C0H000c010J020C
p1	1DIhP	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0i0Q0N0U0b0T0U0V020U0S0R000E090L0G0W0M0F010M030P
p1	1DIhQ	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0e0O0X0Q0J0L0Q05060D0I040K000D0l0m0f0Y010f
p1	1DIhR	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	060a0f0Y0R0C0D0K0B0M0J0m0l0k0C0l0A0j090i000Z010b
p1	1DIhS	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0j0H0O0V080F0M0T000F0U010N0G090b0G0S0i0W0b0208070E0307
p1	1DIhT	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0c0U0V0W030V0O0N0M0V0T000a0S010T0X0Y050X
p1	1DIhU	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0M0W010T0a080T070F09080h0g0Z0S000Z
p1	1DIhV	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0X0J0E07000L0S07080g0h0C010i0F090L080A0304020G050B040D06
p1	1DIhW	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0c0O0V0L0H0M0O030j00020106020C04050B0A0I0B
p1	1DIhX	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0T0Y010708090F080A0E030B0G020A040C0305060B05
p1	1DIhY	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0M0a0T0Z0h0b0a0100070E0207030F
p1	1DIhZ	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0i0j0k0H0G0F0I0G040B0C0D0A080O090C060A03020B030P0Q0I0A0H0C0J0K070W05000C
p1	1DIh_	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0G0J02090700010E08070A0F080M0N0H0O0U0b0i0L0m0M0h0g0F0G03040S0a030T0U090Z0T0H0V0G0A0b0H0I0c3L0a0K
p1	1DIha	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	020O0N0M0G0N0U090N07080b0F01000Z010a0i0c0b
p1	1DIhb	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	000E0F0G0H090F0I0J0G0A0B0F0102040G0109050M0f0a0T0S0g0h0i0U0h0N0j0V0e0W0k0q0d
p1	1DIhc	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0b03010208000501040F0C0J0K0R0B0D0A0H0I0P0A09060G080E070O0W0Q0P0d0k0V0d
p1	1DIhd	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0c0Y0V090A0B030U0T02010A0H0N0A0O080U0C020P090j0i0h000I0Q010b0P0d0R0W0f0V0Y0m2H0k0Q0l350S0F0T
p1	1DIhe	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0B050403010204000J010Q0X0C0A0I0H0P0W0d0O0k0W0e0V0X
p1	1DIhf	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0A0F0H0G0O0I030H0E0K0J0100070208050C0B040D0P0R0B0Q060105
p1	1DIhg	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0c0A01080F070908020M090G000B0E0L0H0I0S070L0C0F0Z080T0g0D0Z
p1	1DIhh	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0003070E0L0Z0a0b0E0a0c0P0M020N0U0V0G0T0h0U0N0O0d0Q0U0c0N0e0904050A040806090H0B0A
p1	1DIhi	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0V0c0j030c00020106020D040K050Q0B0P070J080O
p1	1DIhj	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0H03000S0T0U0V0M0T0W0F0U010T0V0O0X0J0P0Q0N080b0M0P020F0N0R0C0G09040G0B050D06040C0i0A0I2U
p1	1DIhk	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	060K0M0F080E0F0G0D0F0R010K0T0Y0f0m0H0f
p1	1DIhl	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0L0T0S070U0201000801030405030C060J05
p1	1DIhm	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0100080205010B0F0I0P0W0d0P0Z040a0k0b0d
p1	1DIhn	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	010H0F0807000902030108040A0305060C05
p1	1DIho	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	03010A0H0O0V0H0S050T020U0P0W040I0c0G0V0H0N0E0F08090M0L0G0P0J0B0F0I0j0m0X5L0Y2w020e
